,Date,signal,momentum
2473,2023-12-27,0.0,-1.680007934570284
2474,2023-12-28,0.0,-1.0999908447265625
2475,2023-12-29,0.0,-1.0700073242187216
2476,2024-01-02,0.0,-7.410003662109375
2477,2024-01-03,0.0,-8.899993896484403
2478,2024-01-04,0.0,-11.669998168945341
2479,2024-01-05,0.0,-11.350006103515625
2480,2024-01-08,0.0,-0.0800018310546875
2481,2024-01-09,0.0,0.8899993896484375
2482,2024-01-10,0.0,4.279998779296903
2483,2024-01-11,0.0,4.410003662109403
2484,2024-01-12,0.0,0.3600006103515625
2485,2024-01-16,0.0,-1.5099945068359375
2486,2024-01-17,0.0,-3.510009765625
2487,2024-01-18,0.0,3.0400085449218466
2488,2024-01-19,0.0,5.6399993896484375
2489,2024-01-22,0.0,10.259994506835938
2490,2024-01-23,0.0,12.5
2491,2024-01-24,0.0,5.8699951171875
2492,2024-01-25,0.0,2.6100006103515625
2493,2024-01-26,0.0,-1.470001220703125
2494,2024-01-29,0.0,-3.449996948242216
2495,2024-01-30,0.0,-6.4600067138671875
2496,2024-01-31,0.0,-9.770004272460909
2497,2024-02-01,0.0,-5.55999755859375
2498,2024-02-02,0.0,-5.8799896240234375
2499,2024-02-05,0.0,-0.3600006103515625
2500,2024-02-06,0.0,4.900009155273409
2501,2024-02-07,0.0,2.550003051757784
2502,2024-02-08,0.0,2.4700012207031534
2503,2024-02-09,0.0,1.1700134277343466
2504,2024-02-12,0.0,-2.150009155273409
2505,2024-02-13,0.0,-4.370010375976534
2506,2024-02-14,0.0,-4.170013427734347
2507,2024-02-15,0.0,-4.990005493164034
2508,2024-02-16,0.0,-4.839996337890653
2509,2024-02-20,0.0,-3.4799957275390625
2510,2024-02-21,0.0,-1.8299865722656534
2511,2024-02-22,0.0,0.5099945068359375
2512,2024-02-23,0.0,0.21000671386721592
2513,2024-02-26,0.0,-0.3999938964844034
2514,2024-02-27,0.0,0.30999755859375
2515,2024-02-28,0.0,-2.9499969482421875
2516,2024-02-29,0.0,-1.770004272460966
2517,2024-03-01,0.0,-2.9400024414062216
