,Date,signal,short_mavg,long_mavg,signal_ma
2174,2022-11-30,0.0,241.32665610222494,245.0163208111239,0.0
2175,2022-12-01,0.0,242.59935575357554,245.2888188852164,0.0
2176,2022-12-02,0.0,243.78227466013607,245.56293678344863,0.0
2177,2022-12-05,0.0,244.39348630662238,245.6935581965414,0.0
2178,2022-12-06,0.0,244.46267762191428,245.67740149008074,0.0
2179,2022-12-07,0.0,244.45385071670222,245.64057314154854,0.0
2180,2022-12-08,0.0,244.73443578144338,245.69013428957493,0.0
2181,2022-12-09,0.0,244.79972743739594,245.6825248213882,0.0
2182,2022-12-12,0.0,245.53403858686644,245.87484791111913,0.0
2183,2022-12-13,1.0,246.61841714313957,246.1859793341224,1.0
2184,2022-12-14,0.0,247.62809181719322,246.49679685205427,0.0
2185,2022-12-15,0.0,247.7597015971592,246.56759115218898,0.0
2186,2022-12-16,0.0,247.46734929661127,246.51470132935003,0.0
