,Date,signal,signal_adx,adx,+DI,-DI
1951,2022-01-11,0.0,0.0,17.937606358907548,18.730431480001137,37.13781041243278
1952,2022-01-12,0.0,0.0,20.09643813588387,19.573120619875944,36.918467043949335
1953,2022-01-13,0.0,0.0,21.901342983817106,14.681480195971067,44.390777476671715
1954,2022-01-14,0.0,0.0,24.455827853082976,9.191808936016608,44.91331141681266
1955,2022-01-18,0.0,0.0,28.03494165841502,7.624145993852038,44.71836840480473
1956,2022-01-19,0.0,0.0,30.871214651072087,10.611851757771138,41.72606191003768
1957,2022-01-20,0.0,0.0,33.988170072222466,10.093059116313787,40.238129500211514
1958,2022-01-21,0.0,0.0,38.23479215867495,9.710959399196739,40.65701801117858
1959,2022-01-24,0.0,0.0,42.054509769395175,8.8489568960643,46.37401020951532
1960,2022-01-25,0.0,0.0,46.55732208692689,7.276707769164248,43.21047773726187
1961,2022-01-26,0.0,0.0,48.25608163461508,15.733354770071136,34.65367759146341
1962,2022-01-27,0.0,0.0,49.10911221316437,14.631212691803096,31.050732835680307
1963,2022-01-28,0.0,0.0,50.556874025980775,13.954491660410332,30.877089250456653
1964,2022-01-31,0.0,0.0,50.54723216331788,16.729930887825624,28.289682539682538
1965,2022-02-01,0.0,0.0,50.35629029859526,15.638701386119486,29.219308656465
1966,2022-02-02,0.0,0.0,50.635335901946846,14.379872750274005,29.602629397019182
1967,2022-02-03,0.0,0.0,49.21735838674105,14.694645361875697,27.556516612523218
1968,2022-02-04,0.0,0.0,46.65598159663492,14.529042021128788,27.079473120805226
1969,2022-02-07,0.0,0.0,43.59496119398404,14.577582897447188,25.923556438808564
1970,2022-02-08,0.0,0.0,41.983525724588326,12.386662754989732,26.86666946072163
1971,2022-02-09,0.0,0.0,39.25197952753955,16.988961843041224,26.378865687496667
1972,2022-02-10,0.0,0.0,36.51006838549499,16.759584024337034,26.801894972909928
1973,2022-02-11,0.0,0.0,31.914370370651874,18.095439404167767,19.451688228328592
1974,2022-02-14,0.0,0.0,27.160219053581468,20.493590590722917,22.477083508535866
1975,2022-02-15,0.0,0.0,26.304203046893065,14.930398245782131,25.186618651768583
1976,2022-02-16,0.0,0.0,25.697922652080603,16.42205231868922,28.852186147711222
1977,2022-02-17,0.0,0.0,24.98271058831379,17.09864995392529,30.222824216451468
1978,2022-02-18,0.0,0.0,26.1838664502103,13.364402942872001,33.115083286298294
1979,2022-02-22,0.0,0.0,27.10132012157488,13.223262706998614,33.2712220255364
1980,2022-02-23,0.0,0.0,28.928487017592747,8.827999785714386,35.52408500929475
1981,2022-02-24,0.0,0.0,31.034867558706008,8.128983151461494,32.44572738306337
1982,2022-02-25,0.0,0.0,32.64335255467276,10.286698541829551,33.19223735711564
1983,2022-02-28,0.0,0.0,34.10641331033072,11.660306056110741,33.61963293346346
1984,2022-03-01,0.0,0.0,34.99388389220384,11.455167325548578,33.74463142658835
1985,2022-03-02,0.0,0.0,37.970269893440346,7.554346562619868,33.63752426488536
1986,2022-03-03,0.0,0.0,40.059598428938465,8.973422848908537,28.653981673785133
1987,2022-03-04,0.0,0.0,43.56639492876463,9.069512563151205,29.285276976555156
