,Cash,Position,pnl,g_sl,g_tp,close,amount,multiplier,no_trades,no_wins
412,-4.86,0.0,-104.86,88.65,111.98,102.36,93.32,1.07,1.0,0.0
413,-4.86,0.0,-104.86,88.65,111.98,102.05,93.32,1.07,1.0,0.0
414,-4.86,0.0,-104.86,88.65,111.98,100.79,93.32,1.07,1.0,0.0
415,-4.86,0.0,-104.86,88.65,111.98,102.95,93.32,1.07,1.0,0.0
416,-4.86,0.0,-104.86,88.65,111.98,103.32,93.32,1.07,1.0,0.0
417,-4.86,0.0,-104.86,88.65,111.98,102.42,93.32,1.07,1.0,0.0
418,-4.86,0.0,-104.86,88.65,111.98,102.15,93.32,1.07,1.0,0.0
419,-4.86,0.0,-104.86,88.65,111.98,102.64,93.32,1.07,1.0,0.0
420,-4.86,0.0,-104.86,88.65,111.98,101.68,93.32,1.07,1.0,0.0
421,-4.86,0.0,-104.86,88.65,111.98,102.15,93.32,1.07,1.0,0.0
422,-4.86,0.0,-104.86,88.65,111.98,104.13,93.32,1.07,1.0,0.0
423,-4.86,0.0,-104.86,88.65,111.98,105.25,93.32,1.07,1.0,0.0
424,-4.86,0.0,-104.86,88.65,111.98,103.64,93.32,1.07,1.0,0.0
425,-4.86,0.0,-104.86,88.65,111.98,101.95,93.32,1.07,1.0,0.0
426,-4.86,0.0,-104.86,88.65,111.98,101.58,93.32,1.07,1.0,0.0
427,-4.86,0.0,-104.86,88.65,111.98,102.71,93.32,1.07,1.0,0.0
428,-4.86,0.0,-104.86,88.65,111.98,103.49,93.32,1.07,1.0,0.0
429,-4.86,0.0,-104.86,88.65,111.98,103.72,93.32,1.07,1.0,0.0
430,-4.86,0.0,-104.86,88.65,111.98,103.22,93.32,1.07,1.0,0.0
431,-4.86,0.0,-104.86,88.65,111.98,104.03,93.32,1.07,1.0,0.0
432,-4.86,0.0,-104.86,88.65,111.98,103.78,93.32,1.07,1.0,0.0
433,-4.86,0.0,-104.86,88.65,111.98,102.72,93.32,1.07,1.0,0.0
434,-4.86,0.0,-104.86,88.65,111.98,100.48,93.32,1.07,1.0,0.0
435,-4.86,0.0,-104.86,88.65,111.98,100.9,93.32,1.07,1.0,0.0
436,-4.86,0.0,-104.86,88.65,111.98,100.39,93.32,1.07,1.0,0.0
437,-4.86,0.0,-104.86,88.65,111.98,99.22,93.32,1.07,1.0,0.0
438,-4.86,0.0,-104.86,88.65,111.98,98.16,93.32,1.07,1.0,0.0
439,-4.86,0.0,-104.86,88.65,111.98,97.57,93.32,1.07,1.0,0.0
440,-4.86,0.0,-104.86,88.65,111.98,98.24,93.32,1.07,1.0,0.0
441,-4.86,0.0,-104.86,88.65,111.98,97.02,93.32,1.07,1.0,0.0
442,-4.86,0.0,-104.86,88.65,111.98,98.89,93.32,1.07,1.0,0.0
443,-4.86,0.0,-104.86,88.65,111.98,97.0,93.32,1.07,1.0,0.0
444,-4.86,0.0,-104.86,88.65,111.98,97.5,93.32,1.07,1.0,0.0
445,-4.86,0.0,-104.86,88.65,111.98,95.75,93.32,1.07,1.0,0.0
446,-4.86,0.0,-104.86,88.65,111.98,95.94,93.32,1.07,1.0,0.0
447,-4.86,0.0,-104.86,88.65,111.98,96.75,93.32,1.07,1.0,0.0
448,-4.86,0.0,-104.86,88.65,111.98,96.4,93.32,1.07,1.0,0.0
449,-4.86,0.0,-104.86,88.65,111.98,101.18,93.32,1.07,1.0,0.0
450,-4.86,0.0,-104.86,88.65,111.98,102.16,93.32,1.07,1.0,0.0
