,Date,signal,rsi
1651,2020-11-02,1.0,20.646270999924
1652,2020-11-03,1.0,30.536807360113627
1653,2020-11-04,0.0,46.43246329717018
1654,2020-11-05,0.0,53.44205378166535
1655,2020-11-06,0.0,59.953897482171975
1656,2020-11-09,0.0,53.55378635089696
1657,2020-11-10,0.0,46.83374422855804
1658,2020-11-11,0.0,51.271059109214114
1659,2020-11-12,0.0,49.39296679578909
1660,2020-11-13,0.0,55.359218579343406
1661,2020-11-16,0.0,53.458458534112005
1662,2020-11-17,0.0,61.84158899992978
1663,2020-11-18,0.0,56.22552895689692
1664,2020-11-19,0.0,59.91628195274796
1665,2020-11-20,0.0,57.74106601668796
1666,2020-11-23,0.0,53.81426981293755
1667,2020-11-24,0.0,46.990246427816835
1668,2020-11-25,1.0,36.596473630388985
1669,2020-11-27,1.0,38.23120687445181
1670,2020-11-30,0.0,43.228848027620764
1671,2020-12-01,0.0,59.752470827409546
1672,2020-12-02,0.0,47.31327592520404
1673,2020-12-03,0.0,47.27024829935046
1674,2020-12-04,0.0,44.88826167085075
1675,2020-12-07,0.0,42.78703106118349
1676,2020-12-08,0.0,54.00928316006355
1677,2020-12-09,0.0,51.785719692038484
1678,2020-12-10,0.0,45.273641282893664
1679,2020-12-11,0.0,56.89572239958592
1680,2020-12-14,0.0,59.52492295971155
1681,2020-12-15,0.0,50.75886688458439
1682,2020-12-16,0.0,61.79680024062741
1683,2020-12-17,0.0,59.649953893212206
1684,2020-12-18,0.0,60.57061373521047
1685,2020-12-21,0.0,63.72632636378858
1686,2020-12-22,0.0,68.04214386583038
1687,2020-12-23,0.0,63.27330581889685
1688,2020-12-24,0.0,65.45120808677102
1689,2020-12-28,0.0,68.21444423374663
1690,2020-12-29,0.0,64.34108943922583
1691,2020-12-30,0.0,68.54352449396546
1692,2020-12-31,0.0,72.79691784225577
1693,2021-01-04,0.0,57.88537932660363
1694,2021-01-05,0.0,56.76169017854907
1695,2021-01-06,0.0,47.146319454352415
1696,2021-01-07,0.0,48.53679361575548
1697,2021-01-08,0.0,50.285546721648274
1698,2021-01-11,0.0,48.485695092189246
1699,2021-01-12,1.0,39.0194917004098
1700,2021-01-13,1.0,39.124204962119514
1701,2021-01-14,1.0,38.6813796986411
1702,2021-01-15,1.0,35.13831248085924
1703,2021-01-19,1.0,38.02024577969768
1704,2021-01-20,0.0,50.222746153103095
1705,2021-01-21,0.0,54.030885495886366
1706,2021-01-22,0.0,54.29963438369342
1707,2021-01-25,0.0,64.83709041235447
1708,2021-01-26,0.0,66.98047313372533
1709,2021-01-27,0.0,77.59956144751689
1710,2021-01-28,0.0,77.59357531699719
1711,2021-01-29,0.0,64.33551756693183
1712,2021-02-01,0.0,72.7983462734796
